Bath and North East Somerset,Bedford,Blackburn with Darwen,Blackpool,Brighton and Hove,"Bristol, City of",Buckinghamshire,Cambridgeshire,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Cumbria,Darlington,Derby,Derbyshire,Devon,Dorset,East Riding of Yorkshire,East Sussex,Essex,Gloucestershire,Halton,Hampshire,Hartlepool,"Herefordshire, County of",Hertfordshire,Isle of Wight,Kent,"Kingston upon Hull, City of",Lancashire,Leicester,Leicestershire,Lincolnshire,Luton,Medway,Middlesbrough,Milton Keynes,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oxfordshire,Peterborough,Plymouth,Portsmouth,Redcar and Cleveland,Shropshire,Somerset,South Gloucestershire,Southampton,Southend-on-Sea,Staffordshire,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swindon,Thurrock,Warrington,Warwickshire,West Sussex,Wiltshire,Worcestershire,York,GREATER LONDON,GREATER manchester,South Yorkshire,West Midlands,Tyne and Wear,West Yorkshire,Merseyside
0.517378752,0.577060684,0,0.717123474,0,0,0,0.612054099,1.039328178,0.520627252,0.582969706,0,1.320520511,0,0,0.388648359,0,0,0,0.58621286,0.358918865,0.470054506,0,0.77273781,0.2169916,2.135314906,0,0.420337969,0.705362874,0.695518019,0.384944068,0.245942159,0,0.283223938,0.131367377,0.938737961,0.358994242,0,0,0.110161276,0,0,0.930007626,0.32359632,0.398259341,0.31014099,0,0.362220848,0,0,0,0,4.374772147,0.618934442,0.533594202,0,0.396008237,0.546075085,0.795852472,1.520157286,0.390053632,0.262691272,0.334382179,0,1.147177084,0.476158732,0.173030438,0.11574342,0.599971201,0,0,0.055791187,0.599502202,0.21291394,0.170730508,0.175212818,0.514476291,0.139868943
0,0,0,1.434246949,0,0,0,0.30602705,0.692885452,0.520627252,1.165939412,0.175568579,0.754583149,0.1999952,0,0,0.24916095,0.124630005,0,0.87931929,0.179459432,0.335753219,0.156968622,1.54547562,0.2169916,0,0,0.168135187,0,0.82197584,1.539776271,0.327922879,0.282307241,0.566447876,0.525469507,0,0,0,0.371116727,0.330483828,0,0,0.930007626,0,0.531012455,0.93042297,0,0.241480566,0,0.494415576,0,0,0,0,0,0,0,0.546075085,0.11369321,0.506719095,0,0,0.334382179,0,0.573588542,0,0.346060876,0.11574342,0.399980801,0.839227508,0,0.078107661,0.45844286,0.709713134,0.034146102,0,0.428730243,0.069934471
0,0,0,0,0,0,0,0,0,0.520627252,0.582969706,0,0.565937362,0.1999952,0,0.388648359,0.124580475,0,0,0.29310643,0,0.335753219,0,0.77273781,0.144661066,0,0.518669509,0.168135187,1.410725748,0.379373465,1.154832203,0.327922879,1.129228962,0.566447876,0,0,0,0.709320471,0,0.110161276,0,0,0,0.32359632,0.265506227,0,0.300390508,0.120740283,0,0,0,0,0,0.309467221,0.177864734,0.701525467,0.792016474,0.546075085,0.22738642,0.506719095,0.390053632,0.131345636,0.250786634,0,0,0.476158732,0.173030438,0.34723026,0,0.335691003,0,0.055791187,0.141059342,0.354856567,0.170730508,0.262819227,0.471603267,0.209803414
0,1.154121367,0,0.717123474,0,0.215806999,0.183832653,0.459040575,0,0.260313626,0.582969706,0,0.188645787,0.1999952,0,0.388648359,0.24916095,0,0,0.29310643,0.358918865,0.335753219,0,1.54547562,0.072330533,1.067657453,0,0.336270375,0.705362874,0.569060197,0.769888135,0.245942159,0.282307241,0.424835907,0.262734754,0,0,0,0,0,0,0,2.325019065,0.32359632,0.929271796,0,0,0.120740283,0,0,0,0,0.729128691,0.309467221,0,0.350762734,0,0,0.11369321,0,0.390053632,0.262691272,0.167191089,0,0.573588542,0,0,0.11574342,0.1999904,0,0.474793228,0.055791187,0.423178025,0.780684447,0.102438305,0,0.30011117,0.139868943
0,1.154121367,0,0.717123474,0,0,0,0.153013525,0.692885452,0.260313626,0,0,0.943228937,0.3999904,1.872606575,0.777296717,0.373741426,0.124630005,0,0.87931929,0.358918865,0.402903862,0.156968622,2.31821343,0.2169916,0,0.518669509,0,0,0.82197584,1.154832203,0.245942159,0,0.424835907,0.262734754,0,0.358994242,0,0,0.110161276,0,0,0.465003813,0.32359632,0.265506227,0.93042297,0,0,0.144578244,0.494415576,0,0,0,0.618934442,0.177864734,0,0.396008237,0,0.22738642,0.506719095,0.390053632,0.788073816,0.334382179,0,0,0,0.519091313,0.11574342,0.1999904,0.167845502,0,0.078107661,0.564237366,0.567770507,0.307314914,0.262819227,0.30011117,0.139868943
0,0,0,0,0.343778469,0,0.183832653,0.30602705,0.346442726,0.780940878,0.874454559,0,0.754583149,0.1999952,0,0.777296717,0.622902376,0,0,0.87931929,0.179459432,0.134301287,0.156968622,0.77273781,0.2169916,0,0.518669509,0.084067594,0,0.316144554,0.769888135,0.491884319,0.282307241,0.283223938,0.262734754,0,0.717988483,0,0,0.550806381,0,0.580410002,0.930007626,0.48539448,0.398259341,0.31014099,0.300390508,0.362220848,0,0.494415576,0,0,0.729128691,0,0.355729468,0.350762734,0,0,0.341079631,0.506719095,1.170160897,0.262691272,0.417977723,0.450059183,0,0,0.173030438,0.11574342,0.399980801,0,0,0.066949424,0.528972531,0.42582788,0.102438305,0.087606409,0.214365121,0
0,0.577060684,0.668020522,0.717123474,0.343778469,0.215806999,0,0.459040575,0.692885452,0.520627252,0.874454559,0,0.377291575,0.1999952,0.936303287,0,0.24916095,0,0,0.29310643,0,0.402903862,0,0,0,0,0,0.084067594,0.705362874,0.505831286,0.384944068,0.491884319,0.564614481,0.708059845,0.131367377,0.46936898,0,0.709320471,0,0,0,0,0.465003813,0,0.398259341,0.62028198,0,0.241480566,0,0,0.381533766,0,0.729128691,0.928401664,0.177864734,0,0.396008237,0,0.22738642,0.506719095,0.390053632,0,0.417977723,0.450059183,0.573588542,0,0,0.23148684,0,0.167845502,0.474793228,0.066949424,0.528972531,0.283885254,0.034146102,0.087606409,0.30011117,0.209803414
0,1.731182051,0,0.717123474,0,0,0,0.30602705,1.73221363,0.520627252,0.582969706,0.175568579,0.754583149,0.3999904,0,0.388648359,0.373741426,0,0,0,0.179459432,0.134301287,0,1.54547562,0.144661066,2.135314906,1.037339018,0.168135187,0,0.632289108,1.154832203,0.08198072,0.282307241,0,0.131367377,0,0,0,0,0,0,0,0,0,0.132753114,0.62028198,0,0.120740283,0,0.494415576,0,0,0.729128691,0,0,0,0.396008237,0.546075085,0.568466051,1.01343819,0,0.131345636,0.083595545,0,0,0,0.346060876,0,0.1999904,0,0,0.022316475,0.599502202,0.354856567,0.20487661,0.087606409,0.171492097,0.069934471
0,0,0.668020522,0.717123474,0,0,0.367665307,0,0.346442726,0.780940878,1.457424265,0,0.188645787,0,0,0.388648359,0.373741426,0,0,0.29310643,0,0.201451931,0,0,0,0,0,0.084067594,0.705362874,0.189686732,0.384944068,0.655845758,0.846921722,0.566447876,0,0,0,0,0,0.220322552,0,0.580410002,0,0.32359632,0.398259341,0.31014099,0,0.241480566,0,0.988831152,0,0,0,0.928401664,0.177864734,0,0,0,0.22738642,0,0,0,0.167191089,0,0,0.476158732,0,0.11574342,0,0.167845502,0,0.033474712,0.282118683,0.638741821,0.034146102,0,0.171492097,0.139868943
0,0.577060684,0.668020522,0,0,0.215806999,0.183832653,0.153013525,1.039328178,1.301568129,0.291484853,0,0.188645787,0,0.936303287,0,0.124580475,0.124630005,0,0.87931929,0.179459432,0.067150644,0,0.77273781,0.2169916,0,0,0.084067594,0,0.505831286,0.384944068,0.409903599,0.564614481,0.141611969,0.262734754,0.46936898,0,0,0,0,0,0.580410002,0,0,0.531012455,0.31014099,0,0.241480566,0.144578244,0,0.381533766,0,1.458257382,0.309467221,0,0.350762734,0.396008237,0.546075085,0,1.01343819,0.780107265,0.262691272,0,0.450059183,0,0.476158732,0.173030438,0,1.199942403,0.335691003,0,0.055791187,0.493707695,0.354856567,0.136584406,0.175212818,0.085746049,0.069934471
0,0,0,1.434246949,0,0.215806999,0.183832653,0,0,0.520627252,0.582969706,0,0.754583149,0,0,0.388648359,0.24916095,0.124630005,0,0.87931929,0.179459432,0.335753219,0,0,0,0,0,0.252202781,0,0.442602376,0.769888135,0.409903599,0.282307241,0.566447876,0,0.938737961,0.358994242,0.709320471,0,0.110161276,0,0,0.465003813,0.32359632,0.531012455,0,0.300390508,0.241480566,0,0,0,0,0,0.928401664,0,0.350762734,0,0,0.11369321,0.506719095,0,0.131345636,0.083595545,0,0,0,0,0.11574342,0,0.335691003,0,0.089265898,0.493707695,0.141942627,0.239022711,0.087606409,0.128619073,0.209803414
0,0,0,0,0,0,0.183832653,0.153013525,0.692885452,1.041254503,0,0,0.188645787,0.1999952,0,0,0.373741426,0,0,0.29310643,0,0.067150644,0,1.54547562,0,0,0,0.084067594,0,0.758746929,1.154832203,0.16396144,0.282307241,0,0.262734754,0,0,0,0,0.110161276,0,0,0,0.48539448,0.796518682,0.31014099,0,0.120740283,0,0,0,0,0,0.309467221,0,0,0.396008237,0,0.341079631,0,0,0.131345636,0.083595545,0,0.573588542,0,0.519091313,0,0,0,0,0.022316475,0.211589012,0.21291394,0.068292203,0.087606409,0.128619073,0.209803414
0,0,0,0.717123474,0,0,0,0,1.039328178,0.520627252,0.291484853,0,0.565937362,0,0,0,0,0,0,0,0,0.335753219,0,0,0.144661066,0,0,0.168135187,0,0.695518019,0.769888135,0.655845758,0.564614481,0.141611969,0,0,0,1.418640942,0,0,0,0,0.930007626,0.16179816,0.796518682,0.31014099,0.300390508,0.120740283,0,0.988831152,0,0,0,0.309467221,0,0.350762734,0,0.546075085,0,0,0.390053632,0.131345636,0,0,0,0.476158732,0,0,0.1999904,0,0.474793228,0.044632949,0.176324177,0.496799194,0.136584406,0,0.30011117,0
0,0,0,0.717123474,0,0,0.183832653,0.153013525,0,1.301568129,0,0,0,0,0,0.388648359,0.498321901,0.124630005,0,0.58621286,0,0.067150644,0,0,0.144661066,1.067657453,0,0,0,0.316144554,0.384944068,0,0.564614481,0,0.262734754,0,0,0,0,0.110161276,0,0,0.465003813,0.16179816,1.06202491,0.31014099,0,0.120740283,0.144578244,0,0,0,0.729128691,0,0,0,0,0,0,0,0,0.131345636,0,0,0,0,0,0,0.399980801,0,0.474793228,0.055791187,0.211589012,0.283885254,0.068292203,0,0.042873024,0.349672357
0,0,0,0,0,0.215806999,0,0,0,0.520627252,0.874454559,0,0,0,0,0.388648359,0.373741426,0,0.264195209,0,0,0.134301287,0,0,0.144661066,1.067657453,0.518669509,0.252202781,0,0.252915643,0,0.491884319,0.564614481,0.283223938,0,0.46936898,0,0.709320471,0,0.110161276,0,0,0,0.16179816,0.398259341,0,0,0.120740283,0,0,0,0,0,0.309467221,0,0,0,0,0.11369321,0,0,0,0,0,0.573588542,0,0.173030438,0.11574342,0,0.167845502,0.474793228,0.055791187,0.141059342,0.21291394,0.068292203,0.175212818,0.214365121,0.139868943
0,0,0,0.717123474,0,0,0,0.30602705,0.346442726,0.260313626,0.291484853,0,0,0.1999952,0,0.388648359,0.124580475,0,0,0.29310643,0.179459432,0,0,0.77273781,0.2169916,0,0.518669509,0.084067594,0,0.316144554,0.384944068,0.08198072,0.564614481,0,0,0.46936898,0,0,0,0,0,0,0,0.16179816,0,0.31014099,0,0.120740283,0,0,0,0,0,0,0.177864734,0,0,0,0.11369321,0,0,0.131345636,0.167191089,0,0,0,0,0,0.1999904,0.335691003,0,0.011158237,0.141059342,0.354856567,0,0,0.042873024,0.209803414
0,0,0,1.434246949,0,0.431613999,0,0,0.692885452,0.520627252,0,0,0,0,0,0.388648359,0.373741426,0,0,0.87931929,0,0.201451931,0,0,0.072330533,0,0,0.084067594,0,0.189686732,0.384944068,0.573865038,0.564614481,0.424835907,0,0.46936898,0,0,0.371116727,0,0,0,0,0.48539448,0.398259341,0,0,0,0.289156487,0,0,0,0,0.618934442,0,0,0,0.546075085,0.454772841,1.01343819,0,0,0.167191089,0,0,0,0.519091313,0.11574342,0,0,0,0.022316475,0.141059342,0.21291394,0.068292203,0.087606409,0.042873024,0
0,0,0,0,0.687556938,0,0,0,0.346442726,0,0,0.175568579,0,0.3999904,0,0.777296717,0.124580475,0,0,0,0,0.134301287,0,0,0,0,0,0,0,0.189686732,0.384944068,0.08198072,0,0.283223938,0,0,0,0,0,0.110161276,0,0,0,0.48539448,0.265506227,0,0.300390508,0,0,0,0,0,0,0.618934442,0,0,0,0,0.341079631,0,0.390053632,0.262691272,0.083595545,0,0.573588542,0.476158732,0,0,0,0.167845502,0,0.033474712,0.282118683,0.283885254,0.068292203,0,0.085746049,0.209803414
0,1.154121367,0.668020522,0,0,0.431613999,0.183832653,0,0,1.041254503,0.291484853,0,0.565937362,0,0,0.388648359,0.24916095,0,0,0,0.358918865,0.067150644,0.156968622,0,0.072330533,1.067657453,0,0,0,0.316144554,0.384944068,0.08198072,0.564614481,0,0,0,0,0.709320471,0,0,0,0,0,0.16179816,0.132753114,0,0,0,0.289156487,0,0,0,0,0.309467221,0.177864734,0,0,0,0.11369321,0.506719095,0.390053632,0,0.167191089,0,0.573588542,0,0.519091313,0,0,0,0,0.011158237,0.317383518,0.21291394,0.102438305,0,0.042873024,0.209803414
0,1.154121367,0,0,0,0,0,0,0.346442726,0.260313626,1.165939412,0,0,0.1999952,0,0,0.24916095,0,0.264195209,0,0.358918865,0.134301287,0,0,0.072330533,0,0,0.084067594,0,0.379373465,0,0.08198072,0,0,0,0.46936898,0.358994242,0,0,0,0,0,0,0.16179816,0.265506227,0,0.300390508,0.120740283,0,0,0,0,0,0.309467221,0,0,0,0.546075085,0.11369321,0,0.390053632,0,0,0.450059183,0.573588542,0,0.346060876,0,0,0.167845502,0,0.011158237,0.176324177,0.21291394,0.034146102,0,0.042873024,0.139868943
0,0,0,0,0,0.215806999,0,0.30602705,0,0.520627252,0,0,0,0.1999952,0,0.388648359,0.373741426,0,0,0,0,0.067150644,0,0,0,0,0,0,0,0.252915643,0.384944068,0.327922879,0.846921722,0.141611969,0,0,0,0,0,0.110161276,0,0,0,0.32359632,0.398259341,0,0,0.120740283,0,0,0,0,0.729128691,0,0,0,0.396008237,0,0.11369321,0.506719095,0.390053632,0.131345636,0,0,0,0,0,0,0,0.167845502,0,0,0.141059342,0.21291394,0.068292203,0.175212818,0.171492097,0.209803414
0,0,0,0.717123474,0,0,0,0,0,0.260313626,1.165939412,0,0,0,0,0.388648359,0.24916095,0,0,0.29310643,0,0.268602575,0,0.77273781,0,0,0,0,0,0.316144554,0.384944068,0,0.282307241,0.141611969,0,0,0,0,0,0,0,0,0.465003813,0.16179816,0.132753114,0,0,0.362220848,0,0.494415576,0,0,0,0.309467221,0,0,0,0.546075085,0,0,0.390053632,0.131345636,0.167191089,0,0.573588542,0,0.173030438,0.11574342,0,0,0,0.022316475,0.035264835,0,0.068292203,0,0.042873024,0
0,1.154121367,0,0,0,0,0,0,0.346442726,1.041254503,0.291484853,0,0.188645787,0,0,1.165945076,0.24916095,0,0,0.58621286,0.179459432,0.201451931,0,0,0,0,0,0.084067594,0,0.316144554,0,0.16396144,0,0.141611969,0,0,0.358994242,0.709320471,0,0,0,0,0.465003813,0.16179816,0.398259341,0,0,0.362220848,0,0,0,0,0,0,0,0,0,0,0.11369321,0,0,0,0,0,0.573588542,0.476158732,0,0,0,0,0,0.022316475,0.105794506,0.070971313,0.136584406,0,0.085746049,0
0,0,0,0.717123474,0.343778469,0.215806999,0,0.153013525,0.346442726,0.520627252,0,0,0.188645787,0,0,0,0.373741426,0,0,0,0,0.067150644,0,0,0,0,0.518669509,0,0,0.189686732,0,0,0.282307241,0.283223938,0,0.46936898,0,0,0,0,0,0,0,0.16179816,0,0.62028198,0,0.120740283,0,0,0,0,0,0.309467221,0,0,0,0,0.11369321,0.506719095,0.390053632,0,0.167191089,0,1.147177084,0,0.346060876,0,0.1999904,0,0,0.022316475,0.070529671,0.21291394,0,0.087606409,0.085746049,0.139868943
0,0,0,0,0,0,0,0.153013525,0,0.520627252,0,0,0.188645787,0,0,0,0,0,0,0.87931929,0,0.470054506,0,0,0,0,0,0,0,0.252915643,0,0.245942159,0,0.424835907,0,0,0.358994242,0,0,0.110161276,0,0,0.465003813,0,0.398259341,0.31014099,0,0.120740283,0,0.494415576,0,0,0,0.309467221,0,0,0,0.546075085,0,0.506719095,0.390053632,0,0.083595545,0,0,0,0.346060876,0,0,0,0.474793228,0.033474712,0.176324177,0.141942627,0.136584406,0.087606409,0.085746049,0
0,0,0,0.717123474,0.343778469,0,0,0,0,0.520627252,0.582969706,0,0.377291575,0.3999904,0,0,0,0,0,0,0,0.067150644,0.156968622,0,0.072330533,0,0,0,0,0.316144554,0.384944068,0.08198072,0,0.141611969,0,0,0,0.709320471,0,0,0,0,0.465003813,0.32359632,0.398259341,0,0,0.241480566,0,0,0,0,0,0.309467221,0.177864734,0,0,1.092150171,0.22738642,0,0.390053632,0,0,0,0.573588542,0,0.346060876,0,0.1999904,0,0,0,0.317383518,0.21291394,0.136584406,0,0.042873024,0.209803414
0,0.577060684,0,0,0,0,0.183832653,0,0,0,1.457424265,0,0.188645787,0,0,0.777296717,0.622902376,0,0,0,0.179459432,0.201451931,0,0,0,0,0,0.084067594,0.705362874,0.379373465,0,0.16396144,0,0.566447876,0.131367377,0.46936898,0,0,0,0.110161276,0,0,0,0.16179816,0,0,0,0.120740283,0,0,0,0,0,0,0.177864734,0,0,0,0.11369321,0.506719095,0,0,0.083595545,0,0,0,0.346060876,0,0,0,0.474793228,0.044632949,0.246853848,0.42582788,0.034146102,0,0.171492097,0
0,1.154121367,0,0,0,0,0.183832653,0,0,1.041254503,0.291484853,0,0,0,0.936303287,0,0.373741426,0,0,0.29310643,0,0,0,0,0,0,0,0,0,0.442602376,0.384944068,0.16396144,0.564614481,0.424835907,0,0,0,0,0,0.110161276,0,0,0,0,0.398259341,0,0,0.120740283,0,0,0,0,0,0,0,0,0,0,0.341079631,0.506719095,0,0,0.083595545,0,0,0,0.865152189,0,0,0.167845502,0,0.011158237,0.176324177,0.141942627,0.034146102,0.087606409,0,0.209803414
0,0,0,0,0,0,0.367665307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201451931,0,0,0,0,0,0.084067594,0,0.189686732,0,0.08198072,0.282307241,0,0.131367377,0,0,0,0,0,0,0,0.465003813,0.16179816,0.265506227,0,0,0.120740283,0.144578244,0,0,0,0,0,0,0,0,0,0.22738642,0.506719095,0,0,0.167191089,0,0,0,0,0,0,0.167845502,0,0,0.141059342,0.283885254,0.034146102,0,0.085746049,0.069934471
0,1.154121367,0,0,0,0,0,0,0.346442726,0.520627252,0,0,0,0.1999952,0,0,0.124580475,0,0,0,0,0.134301287,0,0,0,0,0.518669509,0,0,0.379373465,0,0.08198072,0.564614481,0,0,0,0,0,0.371116727,0,0,0,0,0,0.265506227,0,0.300390508,0,0,0,0,0,0,0,0,0,0,0.546075085,0,1.01343819,0,0.131345636,0.083595545,0,0,0,0,0,0,0,0,0,0.105794506,0.283885254,0.102438305,0,0,0.069934471
0,0.577060684,0,0,0,0,0,0,0,0.780940878,0,0,0,0,0,0,0.124580475,0,0,0,0.358918865,0.201451931,0,0,0,0,0,0.084067594,0,0.379373465,0,0.08198072,0,0.283223938,0,0,0,0,0,0,0.626711706,0,0,0.16179816,0.132753114,0.62028198,0,0,0,0,0,0,0,0,0,0,0,0.546075085,0.22738642,0,0,0,0.083595545,0,0,0,0,0,0,0,0,0.011158237,0.282118683,0.070971313,0.034146102,0,0.085746049,0
0,0.577060684,0,0,0,0,0.183832653,0,0,0.260313626,0.291484853,0.175568579,0,0,0,0.388648359,0,0,0,0.58621286,0,0.067150644,0,0,0,0,0,0.084067594,0,0.252915643,0,0.16396144,0,0.141611969,0,0,0,0,0,0.110161276,0,0,0,0,0.132753114,0,0.300390508,0.120740283,0,0,0,0,0,0,0,0,0,0.546075085,0.11369321,0,0,0.131345636,0,0,0,0.476158732,0.173030438,0,0,0.167845502,0,0.011158237,0.105794506,0,0,0,0.042873024,0.139868943
0,0,0,0,0,0,0,0,0.346442726,0,0,0,0,0.3999904,0,0,0.124580475,0,0,0.29310643,0.358918865,0.067150644,0,0,0,0,0,0,0,0.126457822,0,0.08198072,0,0.141611969,0.131367377,0,0,0,0,0,0,0,0.930007626,0.16179816,0.132753114,0,0.300390508,0,0,0,0,0,0,0.309467221,0,0,0,1.092150171,0.11369321,0,0.390053632,0.131345636,0.083595545,0,0,0,0.346060876,0,0,0,0,0.011158237,0.070529671,0.283885254,0,0,0.128619073,0.279737886
0,0,0,0,0,0,0,0,0,0,0.291484853,0,0,0,0,0,0.124580475,0,0,0,0,0.067150644,0,0,0,0,0,0.084067594,0,0.316144554,0,0.08198072,0.564614481,0.141611969,0,0,0,0,0,0.110161276,0,0,0,0.16179816,0,0,0,0,0,0,0,0,0,0,0,0.350762734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011158237,0.070529671,0,0.034146102,0,0.085746049,0
0,0.577060684,0,0,0,0,0,0.153013525,0,0,0.291484853,0,0,0,0,0,0.124580475,0,0,0,0.179459432,0.067150644,0,0,0,0,0,0.084067594,0,0.252915643,0.384944068,0,0.564614481,0.141611969,0,0,0,0,0,0.110161276,0,0,0,0.16179816,0,0.31014099,0,0,0,0,0,0,0,0.309467221,0,0,0,1.092150171,0.341079631,0,0,0.131345636,0.167191089,0,0,0.476158732,0,0,0,0,0,0.022316475,0.035264835,0.21291394,0.034146102,0,0.128619073,0.139868943
0,0,0,0,0,0.215806999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179459432,0.067150644,0,0,0,0,0,0,0,0.063228911,0.384944068,0,0,0,0,0,0.358994242,0,0,0,0,0,0,0.16179816,0.132753114,0,0,0,0,0,0,0,0,0,0,0,0,0.546075085,0.11369321,0,0,0,0.083595545,0,0,0,0.346060876,0,0,0,0,0.011158237,0.211589012,0.21291394,0.034146102,0,0.085746049,0.069934471
0,0.577060684,0,0,0,0,0.183832653,0,0,0,0,0,0,0,0,0,0.124580475,0,0,0,0,0.201451931,0,0,0.072330533,1.067657453,0,0.084067594,0,0.442602376,0,0.08198072,0,0,0,0,0,0,0,0,0,0,0,0,0.132753114,0,0,0,0,0.494415576,0,0,0,0,0,0,0,0,0.11369321,0,0.390053632,0,0.083595545,0,0.573588542,0,0.173030438,0,0,0,0,0.011158237,0.105794506,0.070971313,0.034146102,0,0.042873024,0
0,0,0,0.717123474,0,0,0,0,0.692885452,0,0,0,0,0.1999952,0,0,0.124580475,0,0,0,0,0.067150644,0,0,0,0,0,0,0,0.189686732,0,0,0.282307241,0,0,0,0,0,0,0,0,0,0,0,0.265506227,0,0,0,0,0,0,0,0,0,0,0,0,0.546075085,0.11369321,0,0,0,0,0,0.573588542,0,0,0,0.1999904,0,0,0.033474712,0.105794506,0.070971313,0,0,0.042873024,0
0,0.577060684,0,0,0,0,0.367665307,0,0,0.260313626,0.874454559,0,0,0,0,0,0.124580475,0,0,0,0,0,0,0,0.072330533,0,0,0.084067594,0,0.189686732,0,0,0,0.283223938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309467221,0,0,0,0,0.22738642,0,0.390053632,0.131345636,0,0,0,0,0.173030438,0,0,0,0,0.022316475,0.282118683,0.141942627,0,0,0.042873024,0
0,0,0,0.717123474,0,0,0.183832653,0,0,0,0.291484853,0,0,0,0,0,0,0,0,0,0,0.067150644,0,0,0,0,0,0,0,0.189686732,0,0.08198072,0.282307241,0,0,0,0,0,0,0.110161276,0,0,0,0,0.132753114,0,0,0,0,0,0,0,0,0,0,0,0,1.638225256,0.11369321,0,0,0,0.083595545,0,0,0,0,0,0,0.167845502,0,0.011158237,0.035264835,0.141942627,0.068292203,0,0.085746049,0.069934471
0,0.577060684,0,0,0,0,0.183832653,0,0,0.260313626,0,0,0,0,0,0,0.124580475,0,0,0.29310643,0,0,0,0,0,0,0,0.084067594,0,0.126457822,0,0.08198072,0,0,0.131367377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144578244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083595545,0,0,0,0,0,0,0,0.474793228,0.033474712,0.070529671,0.141942627,0,0,0.042873024,0
0,0.577060684,0,0,0,0,0,0.153013525,0.346442726,0,0.582969706,0,0,0,0,0,0.124580475,0,0,0,0.179459432,0.067150644,0,0,0,0,0,0.168135187,0,0.316144554,0,0,0.564614481,0.141611969,0,0,0,0,0,0,0,0,0,0,0.132753114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11369321,0,0.390053632,0,0.167191089,0,0,0,0.173030438,0.11574342,0,0.335691003,0,0.011158237,0.211589012,0,0.034146102,0,0,0
0,0,0,0,0,0,0.183832653,0,0,0,0.291484853,0,0,0,0,0,0,0,0,0,0,0.335753219,0,0,0,0,0,0,0,0.252915643,0.384944068,0.08198072,0.564614481,0,0,0,0,0,0,0,0,0,0.465003813,0,0,0,0,0,0,0,0,0,0,0.309467221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070529671,0.141942627,0,0,0,0
0,0.577060684,0,0,0,0,0,0,0,0.260313626,0,0,0,0,0,0,0,0,0,0,0.179459432,0,0,0,0,0,0,0.168135187,0,0.252915643,0,0.16396144,0,0,0.131367377,0,0,0,0,0,0,0,0,0,0.132753114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083595545,0,0,0,0,0,0,0,0,0.033474712,0.070529671,0,0,0,0.042873024,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.1999952,0,0.388648359,0,0,0,0,0,0.067150644,0,0,0,0,0,0,0,0.063228911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120740283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167191089,0,0,0,0,0,0,0,0,0.011158237,0.035264835,0.070971313,0,0,0.085746049,0
0,0.577060684,0.668020522,0,0,0,0,0,0.692885452,0,0.582969706,0,0,0,0,0,0,0,0,0,0.358918865,0.067150644,0,0,0,0,0,0.084067594,0,0.189686732,0,0,0.282307241,0,0,0,0,0,0,0,0,0.580410002,0,0,0,0,0,0,0,0.494415576,0,0,0,0,0,0,0,0,0,0,0,0.131345636,0,0,0,0,0,0,0,0,0,0.011158237,0.035264835,0,0,0,0,0.069934471
0,0,0,0,0,0,0,0,0,0.520627252,0,0,0,0,0,0,0.124580475,0,0,0,0.179459432,0.067150644,0,0,0,0,0,0.084067594,0,0.316144554,0,0.08198072,0.282307241,0,0,0,0,0,0,0,0,0,0,0.16179816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070529671,0.070971313,0,0,0.042873024,0.069934471
0,0,0.668020522,0.717123474,0,0,0,0,0,0,0,0,0,0,0,0,0.124580475,0.124630005,0,0,0,0.067150644,0,0,0,0,0,0,0,0.252915643,0,0.08198072,0.282307241,0.141611969,0,0,0,0,0,0,0,0,0,0,0.132753114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22738642,0,0,0,0,0,0,0,0,0,0,0,0,0.011158237,0.070529671,0,0,0,0.085746049,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.3999904,0,0,0.124580475,0,0,0,0.179459432,0,0,0,0,0,0,0.084067594,0,0.126457822,0,0,0.282307241,0,0,0,0,0,0,0,0,0,0,0,0.265506227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1999904,0,0,0,0,0,0,0,0.042873024,0
