country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Milton Keynes,43986,110,-56,-18,36,-56,-56,23,,,
United Kingdom,Milton Keynes,43987,111,-60,-20,21,-58,-55,23,,,
United Kingdom,Milton Keynes,43988,112,-68,-29,-23,-51,-28,14,,,
United Kingdom,Milton Keynes,43989,113,-70,-28,20,-56,-27,10,,,
United Kingdom,Milton Keynes,43990,114,-51,-18,51,-56,-54,21,,,
United Kingdom,Milton Keynes,43991,115,-53,-18,58,-56,-54,21,,,
United Kingdom,Milton Keynes,43992,116,-56,-20,4,-60,-55,23,,,
United Kingdom,Milton Keynes,43993,117,-55,-19,9,-60,-54,23,,,
United Kingdom,Milton Keynes,43994,118,-57,-19,13,-57,-52,22,,,
United Kingdom,Milton Keynes,43995,119,-65,-21,86,-50,-17,10,,,
United Kingdom,Milton Keynes,43996,120,-66,-24,113,-50,-18,8,,,
United Kingdom,Milton Keynes,43997,121,-40,-12,79,-53,-52,19,,,
United Kingdom,Milton Keynes,43998,122,-45,-14,41,-54,-52,21,,,
United Kingdom,Milton Keynes,43999,123,-47,-13,26,-54,-52,21,,,
United Kingdom,Milton Keynes,44000,124,-45,-14,19,-57,-53,22,,,
United Kingdom,Milton Keynes,44001,125,-47,-12,32,-52,-50,20,,,
United Kingdom,Milton Keynes,44002,126,-54,-15,71,-43,-12,9,,,
United Kingdom,Milton Keynes,44003,127,-59,-22,67,-44,-10,7,,,
United Kingdom,Milton Keynes,44004,128,-38,-12,106,-51,-52,18,,,
United Kingdom,Milton Keynes,44005,129,-43,-10,84,-51,-52,19,,,
United Kingdom,Milton Keynes,44006,130,-45,-6,91,-50,-52,19,,,
United Kingdom,Milton Keynes,44007,131,-43,-7,101,-51,-52,19,,,
United Kingdom,Milton Keynes,44008,132,-45,-7,71,-47,-50,19,,,
United Kingdom,Milton Keynes,44009,133,-52,-18,-12,-45,-21,11,,,
United Kingdom,Milton Keynes,44010,134,-53,-20,68,-42,-10,7,,,
United Kingdom,Milton Keynes,44011,135,-36,-15,23,-50,-50,19,,,
United Kingdom,Milton Keynes,44012,136,-36,-13,25,-52,-50,19,,,
United Kingdom,Milton Keynes,44013,137,-40,-15,37,-52,-50,19,,,
United Kingdom,Milton Keynes,44014,138,-39,-15,34,-54,-50,19,,,
United Kingdom,Milton Keynes,44015,139,-43,-16,23,-51,-48,19,,,
United Kingdom,Milton Keynes,44016,140,-48,-21,25,-44,-10,8,,,
United Kingdom,Milton Keynes,44017,141,-48,-22,80,-42,-9,5,,,
United Kingdom,Milton Keynes,44018,142,-30,-15,67,-47,-50,16,,,
United Kingdom,Milton Keynes,44019,143,-35,-16,14,-50,-50,18,,,
United Kingdom,Milton Keynes,44020,144,-36,-18,-4,-50,-50,18,,,
United Kingdom,Milton Keynes,44021,145,-36,-16,12,-52,-50,19,,,
United Kingdom,Milton Keynes,44022,146,-38,-15,64,-43,-47,16,,,
United Kingdom,Milton Keynes,44023,147,-45,-20,91,-39,-8,5,,,
United Kingdom,Milton Keynes,44024,148,-47,-21,134,-35,-7,4,,,
United Kingdom,Milton Keynes,44025,149,-31,-17,48,-47,-49,16,,,
United Kingdom,Milton Keynes,44026,150,-31,-16,59,-49,-49,17,,,
United Kingdom,Milton Keynes,44027,151,-31,-18,30,-52,-48,17,,,
United Kingdom,Milton Keynes,44028,152,-29,-14,77,-50,-48,16,,,
United Kingdom,Milton Keynes,44029,153,-33,-15,99,-44,-46,14,,,
United Kingdom,Milton Keynes,44030,154,-43,-22,74,-40,-9,5,,,
United Kingdom,Milton Keynes,44031,155,-41,-23,84,-34,-6,4,,,
United Kingdom,Milton Keynes,44032,156,-22,-16,113,-46,-50,14,,,
United Kingdom,Milton Keynes,44033,157,-26,-18,85,-50,-51,16,,,
United Kingdom,Milton Keynes,44034,158,-27,-17,109,-48,-49,16,,,
United Kingdom,Milton Keynes,44035,159,-26,-16,91,-49,-49,16,,,
United Kingdom,Milton Keynes,44036,160,-32,-19,85,-43,-48,14,,,
United Kingdom,Milton Keynes,44037,161,-42,-25,0,-43,-12,6,,,
United Kingdom,Milton Keynes,44038,162,-40,-25,86,-33,-6,3,,,
United Kingdom,Milton Keynes,44039,163,-24,-21,21,-48,-52,16,,,
United Kingdom,Milton Keynes,44040,164,-22,-16,75,-48,-50,15,,,
United Kingdom,Milton Keynes,44041,165,-24,-17,84,-45,-50,15,,,
United Kingdom,Milton Keynes,44042,166,-22,-13,126,-46,-52,15,,,
United Kingdom,Milton Keynes,44043,167,-32,-19,98,-43,-50,13,,,
United Kingdom,Milton Keynes,44044,168,-39,-24,85,-34,-10,3,,,
United Kingdom,Milton Keynes,44045,169,-37,-26,102,-28,-7,2,,,
United Kingdom,Milton Keynes,44046,170,-11,-17,95,-41,-52,13,,,
United Kingdom,Milton Keynes,44047,171,-13,-20,78,-45,-51,15,,,
United Kingdom,Milton Keynes,44048,172,-11,-20,72,-46,-50,15,,,
United Kingdom,Milton Keynes,44049,173,-21,-17,112,-49,-51,15,,,
United Kingdom,Milton Keynes,44050,174,-31,-20,82,-42,-50,13,,,
United Kingdom,Milton Keynes,44051,175,-40,-23,85,-38,-11,3,,,
United Kingdom,Milton Keynes,44052,176,-38,-26,96,-32,-6,2,,,
United Kingdom,Milton Keynes,44053,177,-7,-19,90,-44,-51,13,,,
United Kingdom,Milton Keynes,44054,178,-10,-19,78,-47,-51,14,,,
United Kingdom,Milton Keynes,44055,179,-13,-21,32,-47,-50,15,,,
United Kingdom,Milton Keynes,44056,180,-25,-21,30,-48,-51,16,,,
United Kingdom,"Newry, Mourne and Down",43876,0,-14,-5,-43,-16,-3,3,,,
United Kingdom,"Newry, Mourne and Down",43877,1,-5,-6,-34,-14,1,,,,
United Kingdom,"Newry, Mourne and Down",43878,2,13,0,,-10,-15,2,,,
United Kingdom,"Newry, Mourne and Down",43879,3,15,0,,-17,-14,3,,,
United Kingdom,"Newry, Mourne and Down",43880,4,2,-5,-19,-18,-14,3,,,
United Kingdom,"Newry, Mourne and Down",43881,5,9,0,15,-12,-12,3,,,
United Kingdom,"Newry, Mourne and Down",43882,6,-1,-2,-12,-10,-12,4,,,
United Kingdom,"Newry, Mourne and Down",43883,7,-6,0,-1,-7,1,0,,,
United Kingdom,"Newry, Mourne and Down",43884,8,0,-3,7,-1,4,,,,
United Kingdom,"Newry, Mourne and Down",43885,9,0,4,-6,-7,2,0,,,
United Kingdom,"Newry, Mourne and Down",43886,10,2,4,,2,3,0,,,
United Kingdom,"Newry, Mourne and Down",43887,11,1,-3,9,-2,2,0,,,
United Kingdom,"Newry, Mourne and Down",43888,12,5,0,15,5,2,0,,,
United Kingdom,"Newry, Mourne and Down",43889,13,0,0,-15,-3,1,1,,,
United Kingdom,"Newry, Mourne and Down",43890,14,-7,-1,-31,-14,-4,2,,,
United Kingdom,"Newry, Mourne and Down",43891,15,4,-3,-17,-8,1,,,,
United Kingdom,"Newry, Mourne and Down",43892,16,7,4,6,1,3,0,,,
United Kingdom,"Newry, Mourne and Down",43893,17,12,2,,6,2,-1,,,
United Kingdom,"Newry, Mourne and Down",43894,18,11,3,21,-4,1,0,,,
United Kingdom,"Newry, Mourne and Down",43895,19,10,2,23,-4,1,0,,,
United Kingdom,"Newry, Mourne and Down",43896,20,5,4,23,0,2,0,,,
United Kingdom,"Newry, Mourne and Down",43897,21,1,4,0,-2,1,1,,,
United Kingdom,"Newry, Mourne and Down",43898,22,10,3,8,-7,2,,,,
United Kingdom,"Newry, Mourne and Down",43899,23,0,4,-15,-6,1,1,,,
United Kingdom,"Newry, Mourne and Down",43900,24,6,5,,6,2,1,,,
United Kingdom,"Newry, Mourne and Down",43901,25,1,7,-6,-10,0,1,,,
United Kingdom,"Newry, Mourne and Down",43902,26,3,27,-4,-12,1,2,,,
United Kingdom,"Newry, Mourne and Down",43903,27,-2,17,20,-7,0,3,,,
United Kingdom,"Newry, Mourne and Down",43904,28,-13,10,-14,-26,-4,5,,,
United Kingdom,"Newry, Mourne and Down",43905,29,-5,14,44,-11,-3,,,,
United Kingdom,"Newry, Mourne and Down",43906,30,10,29,,-24,-23,8,,,
United Kingdom,"Newry, Mourne and Down",43907,31,-15,6,,-30,-57,19,,,
United Kingdom,"Newry, Mourne and Down",43908,32,-23,9,32,-25,-24,12,,,
United Kingdom,"Newry, Mourne and Down",43909,33,-20,9,,-21,-25,12,,,
United Kingdom,"Newry, Mourne and Down",43910,34,-27,7,,-21,-25,14,,,
United Kingdom,"Newry, Mourne and Down",43911,35,-47,11,27,-32,-26,,,,
United Kingdom,"Newry, Mourne and Down",43912,36,-58,-8,26,-14,-33,,,,
United Kingdom,"Newry, Mourne and Down",43913,37,-44,-6,-12,-42,-38,16,,,
United Kingdom,"Newry, Mourne and Down",43914,38,-65,-16,-27,-49,-52,22,,,
United Kingdom,"Newry, Mourne and Down",43915,39,-73,-20,-30,-53,-59,25,,,
United Kingdom,"Newry, Mourne and Down",43916,40,-73,-24,-17,-49,-62,27,,,
United Kingdom,"Newry, Mourne and Down",43917,41,-76,-26,-38,-55,-63,29,,,
United Kingdom,"Newry, Mourne and Down",43918,42,-80,-28,-52,-54,-55,,,,
United Kingdom,"Newry, Mourne and Down",43919,43,-87,-45,-65,-55,-52,,,,
United Kingdom,"Newry, Mourne and Down",43920,44,-76,-31,-46,-56,-67,27,,,
United Kingdom,"Newry, Mourne and Down",43921,45,-73,-29,-40,-55,-69,28,,,
United Kingdom,"Newry, Mourne and Down",43922,46,-74,-28,-42,-60,-69,29,,,
United Kingdom,"Newry, Mourne and Down",43923,47,-74,-30,-46,-58,-70,30,,,
United Kingdom,"Newry, Mourne and Down",43924,48,-75,-26,-40,-60,-68,30,,,
United Kingdom,"Newry, Mourne and Down",43925,49,-81,-29,-61,-56,-54,,,,
United Kingdom,"Newry, Mourne and Down",43926,50,-86,-41,-71,-61,-53,,,,
United Kingdom,"Newry, Mourne and Down",43927,51,-69,-25,-33,-50,-66,26,,,
United Kingdom,"Newry, Mourne and Down",43928,52,-69,-22,-22,-44,-67,27,,,
United Kingdom,"Newry, Mourne and Down",43929,53,-70,-22,-32,-47,-67,27,,,
United Kingdom,"Newry, Mourne and Down",43930,54,-67,-18,-37,-53,-67,28,,,
United Kingdom,"Newry, Mourne and Down",43931,55,-73,-18,-45,-52,-70,30,,,
United Kingdom,"Newry, Mourne and Down",43932,56,-77,-19,-64,-46,-53,,,,
United Kingdom,"Newry, Mourne and Down",43933,57,-93,-66,-79,-62,-57,,,,
United Kingdom,"Newry, Mourne and Down",43934,58,-80,-42,-44,-60,-83,,,,
United Kingdom,"Newry, Mourne and Down",43935,59,-73,-27,-24,-53,-76,29,,,
United Kingdom,"Newry, Mourne and Down",43936,60,-68,-20,-36,-47,-68,28,,,
United Kingdom,"Newry, Mourne and Down",43937,61,-69,-24,-35,-47,-68,28,,,
United Kingdom,"Newry, Mourne and Down",43938,62,-71,-21,-40,-49,-67,30,,,
United Kingdom,"Newry, Mourne and Down",43939,63,-78,-28,-64,-54,-49,,,,
United Kingdom,"Newry, Mourne and Down",43940,64,-85,-39,-68,-49,-48,,,,
United Kingdom,"Newry, Mourne and Down",43941,65,-64,-22,-33,-47,-63,25,,,
United Kingdom,"Newry, Mourne and Down",43942,66,-66,-21,-24,-43,-63,26,,,
United Kingdom,"Newry, Mourne and Down",43943,67,-68,-23,-29,-47,-63,26,,,
United Kingdom,"Newry, Mourne and Down",43944,68,-68,-20,-32,-44,-63,26,,,
United Kingdom,"Newry, Mourne and Down",43945,69,-69,-19,-29,-46,-63,27,,,
United Kingdom,"Newry, Mourne and Down",43946,70,-76,-21,-50,-45,-46,,,,
United Kingdom,"Newry, Mourne and Down",43947,71,-83,-33,-65,-55,-46,,,,
United Kingdom,"Newry, Mourne and Down",43948,72,-62,-21,-20,-44,-61,23,,,
United Kingdom,"Newry, Mourne and Down",43949,73,-63,-19,-26,-47,-62,23,,,
United Kingdom,"Newry, Mourne and Down",43950,74,-67,-20,-50,-56,-63,27,,,
United Kingdom,"Newry, Mourne and Down",43951,75,-67,-19,-40,-52,-62,27,,,
United Kingdom,"Newry, Mourne and Down",43952,76,-68,-19,-39,-52,-60,28,,,
United Kingdom,"Newry, Mourne and Down",43953,77,-74,-21,-46,-42,-43,,,,
United Kingdom,"Newry, Mourne and Down",43954,78,-78,-30,-54,-39,-41,,,,
United Kingdom,"Newry, Mourne and Down",43955,79,-59,-17,-16,-37,-61,24,,,
United Kingdom,"Newry, Mourne and Down",43956,80,-60,-17,-12,-41,-59,23,,,
United Kingdom,"Newry, Mourne and Down",43957,81,-61,-15,-7,-42,-58,24,,,
United Kingdom,"Newry, Mourne and Down",43958,82,-61,-11,-18,-43,-59,24,,,
United Kingdom,"Newry, Mourne and Down",43959,83,-65,-18,-9,-43,-68,28,,,
United Kingdom,"Newry, Mourne and Down",43960,84,-71,-18,-41,-31,-40,,,,
United Kingdom,"Newry, Mourne and Down",43961,85,-79,-29,-63,-51,-41,,,,
United Kingdom,"Newry, Mourne and Down",43962,86,-55,-11,-1,-35,-55,21,,,
United Kingdom,"Newry, Mourne and Down",43963,87,-57,-11,-12,-41,-56,23,,,
United Kingdom,"Newry, Mourne and Down",43964,88,-58,-10,-6,-39,-56,23,,,
United Kingdom,"Newry, Mourne and Down",43965,89,-57,-11,-11,-33,-55,22,,,
United Kingdom,"Newry, Mourne and Down",43966,90,-61,-11,-26,-38,-54,25,,,
United Kingdom,"Newry, Mourne and Down",43967,91,-66,-14,-31,-35,-36,,,,
United Kingdom,"Newry, Mourne and Down",43968,92,-73,-23,-46,-34,-34,,,,
United Kingdom,"Newry, Mourne and Down",43969,93,-54,-12,-27,-37,-52,21,,,
United Kingdom,"Newry, Mourne and Down",43970,94,-51,-10,,-33,-53,20,,,
United Kingdom,"Newry, Mourne and Down",43971,95,-53,-6,16,-37,-52,21,,,
United Kingdom,"Newry, Mourne and Down",43972,96,-52,-6,19,-32,-51,21,,,
United Kingdom,"Newry, Mourne and Down",43973,97,-58,-8,-22,-40,-51,24,,,
United Kingdom,"Newry, Mourne and Down",43974,98,-63,-9,-34,-33,-33,,,,
United Kingdom,"Newry, Mourne and Down",43975,99,-61,-9,3,-7,-28,,,,
United Kingdom,"Newry, Mourne and Down",43976,100,-45,-10,,-17,-59,20,,,
United Kingdom,"Newry, Mourne and Down",43977,101,-46,-1,,-22,-49,18,,,
United Kingdom,"Newry, Mourne and Down",43978,102,-47,-3,38,-35,-49,19,,,
United Kingdom,"Newry, Mourne and Down",43979,103,-44,7,,-18,-48,19,,,
United Kingdom,"Newry, Mourne and Down",43980,104,-50,4,54,-25,-48,20,,,
United Kingdom,"Newry, Mourne and Down",43981,105,-55,2,46,-7,-21,,,,
United Kingdom,"Newry, Mourne and Down",43982,106,-56,5,54,5,-16,,,,
United Kingdom,"Newry, Mourne and Down",43983,107,-33,11,,-9,-48,16,,,
United Kingdom,"Newry, Mourne and Down",43984,108,-42,1,,-12,-46,17,,,
United Kingdom,"Newry, Mourne and Down",43985,109,-49,-5,19,-38,-45,19,,,
United Kingdom,"Newry, Mourne and Down",43986,110,-51,-5,9,-36,-46,19,,,
United Kingdom,"Newry, Mourne and Down",43987,111,-52,-2,15,-32,-45,21,,,
United Kingdom,"Newry, Mourne and Down",43988,112,-62,-8,-35,-39,-27,,,,
United Kingdom,"Newry, Mourne and Down",43989,113,-54,-1,51,1,-16,,,,
United Kingdom,"Newry, Mourne and Down",43990,114,-37,-4,,-20,-41,16,,,
United Kingdom,"Newry, Mourne and Down",43991,115,-43,-3,,-27,-44,17,,,
United Kingdom,"Newry, Mourne and Down",43992,116,-46,-4,26,-37,-43,18,,,
United Kingdom,"Newry, Mourne and Down",43993,117,-40,1,,-26,-43,17,,,
United Kingdom,"Newry, Mourne and Down",43994,118,-47,-3,12,-35,-41,19,,,
United Kingdom,"Newry, Mourne and Down",43995,119,-47,2,43,-13,-13,10,,,
United Kingdom,"Newry, Mourne and Down",43996,120,-41,15,116,18,-10,,,,
United Kingdom,"Newry, Mourne and Down",43997,121,-26,3,,-14,-40,14,,,
United Kingdom,"Newry, Mourne and Down",43998,122,-29,1,,-15,-42,15,,,
United Kingdom,"Newry, Mourne and Down",43999,123,-36,-1,38,-34,-42,17,,,
United Kingdom,"Newry, Mourne and Down",44000,124,-33,1,,-27,-42,16,,,
United Kingdom,"Newry, Mourne and Down",44001,125,-41,1,28,-31,-41,17,,,
United Kingdom,"Newry, Mourne and Down",44002,126,-38,13,74,-9,-15,8,,,
United Kingdom,"Newry, Mourne and Down",44003,127,-47,3,6,-13,-5,,,,
United Kingdom,"Newry, Mourne and Down",44004,128,-29,-3,12,-35,-42,16,,,
United Kingdom,"Newry, Mourne and Down",44005,129,-30,-1,,-31,-42,16,,,
United Kingdom,"Newry, Mourne and Down",44006,130,-28,3,,-26,-40,15,,,
United Kingdom,"Newry, Mourne and Down",44007,131,-26,12,,7,-41,13,,,
United Kingdom,"Newry, Mourne and Down",44008,132,-32,10,,-17,-39,15,,,
United Kingdom,"Newry, Mourne and Down",44009,133,-42,5,7,-31,-18,10,,,
United Kingdom,"Newry, Mourne and Down",44010,134,-47,-2,-9,-35,-14,,,,
United Kingdom,"Newry, Mourne and Down",44011,135,-22,2,,-25,-39,14,,,
United Kingdom,"Newry, Mourne and Down",44012,136,-19,3,,-19,-39,14,,,
United Kingdom,"Newry, Mourne and Down",44013,137,-25,-2,,-29,-40,13,,,
United Kingdom,"Newry, Mourne and Down",44014,138,-21,3,,-11,-40,13,,,
United Kingdom,"Newry, Mourne and Down",44015,139,-28,2,49,-24,-40,14,,,
United Kingdom,"Newry, Mourne and Down",44016,140,-31,2,36,-11,-10,7,,,
United Kingdom,"Newry, Mourne and Down",44017,141,-29,-1,37,-12,-10,,,,
United Kingdom,"Newry, Mourne and Down",44018,142,-10,3,,-7,-38,11,,,
United Kingdom,"Newry, Mourne and Down",44019,143,-15,1,,-24,-41,13,,,
United Kingdom,"Newry, Mourne and Down",44020,144,-16,1,,-27,-39,12,,,
United Kingdom,"Newry, Mourne and Down",44021,145,-11,2,,-8,-38,11,,,
United Kingdom,"Newry, Mourne and Down",44022,146,-15,6,,-7,-39,11,,,
United Kingdom,"Newry, Mourne and Down",44023,147,-22,9,106,13,-6,4,,,
United Kingdom,"Newry, Mourne and Down",44024,148,-11,13,129,,-4,,,,
United Kingdom,"Newry, Mourne and Down",44025,149,3,4,,1,-61,15,,,
United Kingdom,"Newry, Mourne and Down",44026,150,-8,3,,-28,-55,15,,,
United Kingdom,"Newry, Mourne and Down",44027,151,-3,5,,-22,-45,13,,,
United Kingdom,"Newry, Mourne and Down",44028,152,1,5,,3,-45,12,,,
United Kingdom,"Newry, Mourne and Down",44029,153,-15,3,,-20,-43,13,,,
United Kingdom,"Newry, Mourne and Down",44030,154,-18,7,141,16,-3,3,,,
United Kingdom,"Newry, Mourne and Down",44031,155,-5,15,146,,-3,,,,
United Kingdom,"Newry, Mourne and Down",44032,156,1,7,,-3,-42,9,,,
United Kingdom,"Newry, Mourne and Down",44033,157,4,4,,1,-42,10,,,
United Kingdom,"Newry, Mourne and Down",44034,158,-9,1,,-27,-40,12,,,
United Kingdom,"Newry, Mourne and Down",44035,159,-6,3,,-18,-40,12,,,
United Kingdom,"Newry, Mourne and Down",44036,160,-15,0,,-14,-39,12,,,
United Kingdom,"Newry, Mourne and Down",44037,161,-18,1,88,5,-7,4,,,
United Kingdom,"Newry, Mourne and Down",44038,162,-9,6,112,,-2,,,,
United Kingdom,"Newry, Mourne and Down",44039,163,-1,1,,-14,-40,11,,,
United Kingdom,"Newry, Mourne and Down",44040,164,0,3,,-7,-38,10,,,
United Kingdom,"Newry, Mourne and Down",44041,165,-2,3,,-18,-38,10,,,
United Kingdom,"Newry, Mourne and Down",44042,166,-2,4,,-14,-38,11,,,
United Kingdom,"Newry, Mourne and Down",44043,167,-8,7,,-4,-38,9,,,
United Kingdom,"Newry, Mourne and Down",44044,168,-15,7,110,16,-3,3,,,
United Kingdom,"Newry, Mourne and Down",44045,169,-1,10,106,26,-2,,,,
United Kingdom,"Newry, Mourne and Down",44046,170,31,10,,10,-42,9,,,
United Kingdom,"Newry, Mourne and Down",44047,171,10,2,,-20,-39,10,,,
United Kingdom,"Newry, Mourne and Down",44048,172,5,-2,,-32,-40,11,,,
United Kingdom,"Newry, Mourne and Down",44049,173,-1,5,,-11,-38,10,,,
United Kingdom,"Newry, Mourne and Down",44050,174,-13,1,,-16,-37,10,,,
United Kingdom,"Newry, Mourne and Down",44051,175,-20,5,138,23,-2,1,,,
United Kingdom,"Newry, Mourne and Down",44052,176,-13,9,113,32,-1,,,,
United Kingdom,"Newry, Mourne and Down",44053,177,11,0,,-13,-38,8,,,
United Kingdom,"Newry, Mourne and Down",44054,178,14,-1,,-4,-38,8,,,
United Kingdom,"Newry, Mourne and Down",44055,179,12,6,,-12,-37,8,,,
United Kingdom,"Newry, Mourne and Down",44056,180,0,9,,-7,-37,8,,,
United Kingdom,Norfolk,43876,0,-4,-3,-23,5,-3,2,,,
United Kingdom,Norfolk,43877,1,-7,-7,-28,-4,-3,2,,,
United Kingdom,Norfolk,43878,2,16,3,59,0,-16,2,,,
United Kingdom,Norfolk,43879,3,15,2,56,1,-15,2,,,
United Kingdom,Norfolk,43880,4,14,1,57,1,-15,2,,,
United Kingdom,Norfolk,43881,5,11,0,28,-3,-16,3,,,
United Kingdom,Norfolk,43882,6,9,3,42,-2,-16,3,,,
United Kingdom,Norfolk,43883,7,0,0,7,4,-2,0,,,
United Kingdom,Norfolk,43884,8,-3,-3,-10,1,-2,0,,,
United Kingdom,Norfolk,43885,9,-3,-2,-9,-3,0,2,,,
United Kingdom,Norfolk,43886,10,2,6,9,0,1,0,,,
United Kingdom,Norfolk,43887,11,2,1,12,-1,1,0,,,
United Kingdom,Norfolk,43888,12,2,0,3,0,0,1,,,
United Kingdom,Norfolk,43889,13,3,-1,-3,5,-1,1,,,
United Kingdom,Norfolk,43890,14,5,3,-18,4,0,1,,,
United Kingdom,Norfolk,43891,15,9,1,27,8,1,-1,,,
United Kingdom,Norfolk,43892,16,6,3,25,1,1,1,,,
United Kingdom,Norfolk,43893,17,5,2,20,2,1,0,,,
United Kingdom,Norfolk,43894,18,6,4,25,2,1,0,,,
United Kingdom,Norfolk,43895,19,4,4,9,1,1,1,,,
United Kingdom,Norfolk,43896,20,6,6,36,3,1,0,,,
United Kingdom,Norfolk,43897,21,5,4,21,9,2,0,,,
United Kingdom,Norfolk,43898,22,8,3,37,12,2,-1,,,
United Kingdom,Norfolk,43899,23,5,5,22,0,1,1,,,
United Kingdom,Norfolk,43900,24,4,6,26,1,0,1,,,
United Kingdom,Norfolk,43901,25,5,6,36,1,1,1,,,
United Kingdom,Norfolk,43902,26,4,8,20,1,0,1,,,
United Kingdom,Norfolk,43903,27,3,9,38,-1,-1,1,,,
United Kingdom,Norfolk,43904,28,0,8,15,1,0,2,,,
United Kingdom,Norfolk,43905,29,-4,8,14,3,-3,2,,,
United Kingdom,Norfolk,43906,30,1,20,43,-8,-3,3,,,
United Kingdom,Norfolk,43907,31,-7,22,38,-15,-9,5,,,
United Kingdom,Norfolk,43908,32,-19,19,8,-23,-16,8,,,
United Kingdom,Norfolk,43909,33,-16,21,24,-23,-19,9,,,
United Kingdom,Norfolk,43910,34,-24,8,17,-29,-21,10,,,
United Kingdom,Norfolk,43911,35,-44,2,9,-29,-21,9,,,
United Kingdom,Norfolk,43912,36,-54,-14,19,-26,-26,7,,,
United Kingdom,Norfolk,43913,37,-41,-9,3,-42,-36,14,,,
United Kingdom,Norfolk,43914,38,-71,-27,-22,-57,-52,20,,,
United Kingdom,Norfolk,43915,39,-73,-29,-17,-60,-58,22,,,
United Kingdom,Norfolk,43916,40,-75,-31,-20,-60,-60,24,,,
United Kingdom,Norfolk,43917,41,-76,-32,-34,-63,-60,25,,,
United Kingdom,Norfolk,43918,42,-84,-43,-65,-67,-54,18,,,
United Kingdom,Norfolk,43919,43,-87,-52,-69,-68,-53,14,,,
United Kingdom,Norfolk,43920,44,-74,-35,-39,-66,-62,24,,,
United Kingdom,Norfolk,43921,45,-74,-32,-21,-62,-63,23,,,
United Kingdom,Norfolk,43922,46,-77,-35,-36,-67,-63,24,,,
United Kingdom,Norfolk,43923,47,-75,-33,-30,-65,-63,25,,,
United Kingdom,Norfolk,43924,48,-76,-33,-35,-64,-63,26,,,
United Kingdom,Norfolk,43925,49,-82,-40,-51,-61,-52,17,,,
United Kingdom,Norfolk,43926,50,-83,-46,-42,-58,-50,13,,,
United Kingdom,Norfolk,43927,51,-74,-34,-34,-64,-64,24,,,
United Kingdom,Norfolk,43928,52,-73,-32,-16,-59,-64,24,,,
United Kingdom,Norfolk,43929,53,-74,-29,-20,-61,-64,24,,,
United Kingdom,Norfolk,43930,54,-70,-21,-24,-59,-64,24,,,
United Kingdom,Norfolk,43931,55,-79,-39,-35,-68,-78,30,,,
United Kingdom,Norfolk,43932,56,-81,-36,-54,-57,-54,17,,,
United Kingdom,Norfolk,43933,57,-90,-73,-48,-61,-57,14,,,
United Kingdom,Norfolk,43934,58,-81,-46,-49,-75,-81,30,,,
United Kingdom,Norfolk,43935,59,-72,-27,-24,-59,-63,23,,,
United Kingdom,Norfolk,43936,60,-73,-30,-16,-58,-63,24,,,
United Kingdom,Norfolk,43937,61,-73,-31,-17,-60,-63,24,,,
United Kingdom,Norfolk,43938,62,-74,-32,-33,-62,-62,26,,,
United Kingdom,Norfolk,43939,63,-83,-43,-69,-69,-51,18,,,
United Kingdom,Norfolk,43940,64,-82,-44,-34,-59,-45,13,,,
United Kingdom,Norfolk,43941,65,-72,-33,-20,-63,-60,23,,,
United Kingdom,Norfolk,43942,66,-73,-31,-13,-63,-61,23,,,
United Kingdom,Norfolk,43943,67,-74,-31,-11,-62,-60,23,,,
United Kingdom,Norfolk,43944,68,-72,-30,-7,-61,-60,23,,,
United Kingdom,Norfolk,43945,69,-73,-30,-19,-62,-60,24,,,
United Kingdom,Norfolk,43946,70,-78,-36,-43,-59,-48,16,,,
United Kingdom,Norfolk,43947,71,-79,-39,-23,-54,-44,12,,,
United Kingdom,Norfolk,43948,72,-70,-32,-18,-62,-59,22,,,
United Kingdom,Norfolk,43949,73,-75,-36,-46,-68,-61,22,,,
United Kingdom,Norfolk,43950,74,-74,-31,-32,-65,-60,24,,,
United Kingdom,Norfolk,43951,75,-74,-29,-28,-64,-59,24,,,
United Kingdom,Norfolk,43952,76,-74,-29,-27,-63,-58,24,,,
United Kingdom,Norfolk,43953,77,-79,-34,-40,-58,-45,16,,,
United Kingdom,Norfolk,43954,78,-80,-39,-34,-56,-42,13,,,
United Kingdom,Norfolk,43955,79,-70,-30,-7,-60,-58,22,,,
United Kingdom,Norfolk,43956,80,-70,-27,-8,-59,-58,22,,,
United Kingdom,Norfolk,43957,81,-70,-24,2,-58,-57,22,,,
United Kingdom,Norfolk,43958,82,-66,-14,5,-54,-57,21,,,
United Kingdom,Norfolk,43959,83,-76,-33,-9,-64,-75,28,,,
United Kingdom,Norfolk,43960,84,-78,-30,-28,-56,-46,15,,,
United Kingdom,Norfolk,43961,85,-83,-42,-62,-65,-43,13,,,
United Kingdom,Norfolk,43962,86,-68,-26,-20,-56,-56,21,,,
United Kingdom,Norfolk,43963,87,-69,-24,-7,-54,-55,21,,,
United Kingdom,Norfolk,43964,88,-68,-24,3,-55,-55,21,,,
United Kingdom,Norfolk,43965,89,-66,-22,16,-53,-55,20,,,
United Kingdom,Norfolk,43966,90,-67,-22,24,-52,-53,21,,,
