country_region,sub_region,date,days,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,,,
United Kingdom,Norfolk,43967,91,-74,-26,-11,-51,-40,14,,,
United Kingdom,Norfolk,43968,92,-72,-26,36,-41,-34,10,,,
United Kingdom,Norfolk,43969,93,-61,-20,41,-50,-52,19,,,
United Kingdom,Norfolk,43970,94,-62,-18,49,-49,-52,19,,,
United Kingdom,Norfolk,43971,95,-63,-15,95,-49,-52,19,,,
United Kingdom,Norfolk,43972,96,-63,-15,44,-53,-52,20,,,
United Kingdom,Norfolk,43973,97,-64,-16,25,-53,-51,20,,,
United Kingdom,Norfolk,43974,98,-71,-23,-17,-55,-36,13,,,
United Kingdom,Norfolk,43975,99,-70,-24,17,-45,-33,10,,,
United Kingdom,Norfolk,43976,100,-63,-24,156,-55,-75,23,,,
United Kingdom,Norfolk,43977,101,-58,-10,77,-48,-52,17,,,
United Kingdom,Norfolk,43978,102,-61,-16,60,-49,-51,18,,,
United Kingdom,Norfolk,43979,103,-60,-11,87,-48,-50,18,,,
United Kingdom,Norfolk,43980,104,-61,-12,74,-49,-50,19,,,
United Kingdom,Norfolk,43981,105,-68,-16,41,-45,-29,11,,,
United Kingdom,Norfolk,43982,106,-67,-17,72,-38,-23,8,,,
United Kingdom,Norfolk,43983,107,-56,-12,71,-45,-46,16,,,
United Kingdom,Norfolk,43984,108,-58,-13,85,-43,-47,16,,,
United Kingdom,Norfolk,43985,109,-61,-18,29,-48,-46,17,,,
United Kingdom,Norfolk,43986,110,-61,-16,10,-50,-46,18,,,
United Kingdom,Norfolk,43987,111,-66,-20,-19,-53,-48,20,,,
United Kingdom,Norfolk,43988,112,-72,-25,-47,-54,-33,14,,,
United Kingdom,Norfolk,43989,113,-72,-27,-30,-53,-29,11,,,
United Kingdom,Norfolk,43990,114,-57,-18,23,-46,-44,17,,,
United Kingdom,Norfolk,43991,115,-57,-16,62,-44,-44,16,,,
United Kingdom,Norfolk,43992,116,-61,-19,-1,-51,-45,18,,,
United Kingdom,Norfolk,43993,117,-58,-19,1,-54,-45,18,,,
United Kingdom,Norfolk,43994,118,-58,-14,27,-50,-44,18,,,
United Kingdom,Norfolk,43995,119,-63,-14,56,-42,-21,9,,,
United Kingdom,Norfolk,43996,120,-60,-17,65,-37,-17,7,,,
United Kingdom,Norfolk,43997,121,-43,-12,71,-45,-42,15,,,
United Kingdom,Norfolk,43998,122,-47,-12,67,-44,-43,15,,,
United Kingdom,Norfolk,43999,123,-48,-12,53,-45,-43,16,,,
United Kingdom,Norfolk,44000,124,-51,-13,14,-50,-45,17,,,
United Kingdom,Norfolk,44001,125,-50,-9,42,-44,-42,16,,,
United Kingdom,Norfolk,44002,126,-54,-7,50,-38,-19,7,,,
United Kingdom,Norfolk,44003,127,-56,-14,42,-34,-11,6,,,
United Kingdom,Norfolk,44004,128,-42,-12,98,-41,-43,14,,,
United Kingdom,Norfolk,44005,129,-43,-6,132,-39,-43,14,,,
United Kingdom,Norfolk,44006,130,-45,-6,150,-39,-42,14,,,
United Kingdom,Norfolk,44007,131,-44,-2,156,-38,-42,14,,,
United Kingdom,Norfolk,44008,132,-48,-7,91,-43,-42,15,,,
United Kingdom,Norfolk,44009,133,-56,-14,-2,-44,-23,9,,,
United Kingdom,Norfolk,44010,134,-52,-15,46,-37,-13,6,,,
United Kingdom,Norfolk,44011,135,-44,-13,27,-42,-41,15,,,
United Kingdom,Norfolk,44012,136,-42,-9,63,-37,-40,14,,,
United Kingdom,Norfolk,44013,137,-46,-14,40,-41,-40,14,,,
United Kingdom,Norfolk,44014,138,-44,-9,45,-41,-40,14,,,
United Kingdom,Norfolk,44015,139,-46,-10,55,-38,-40,14,,,
United Kingdom,Norfolk,44016,140,-47,-12,41,-31,-15,7,,,
United Kingdom,Norfolk,44017,141,-41,-13,103,-19,-11,4,,,
United Kingdom,Norfolk,44018,142,-30,-7,130,-32,-40,13,,,
United Kingdom,Norfolk,44019,143,-34,-9,108,-33,-41,13,,,
United Kingdom,Norfolk,44020,144,-35,-8,93,-36,-40,13,,,
United Kingdom,Norfolk,44021,145,-36,-9,81,-36,-40,14,,,
United Kingdom,Norfolk,44022,146,-34,-5,139,-30,-39,12,,,
United Kingdom,Norfolk,44023,147,-37,-6,124,-19,-12,5,,,
United Kingdom,Norfolk,44024,148,-32,-9,177,-9,-6,2,,,
United Kingdom,Norfolk,44025,149,-26,-5,176,-28,-39,11,,,
United Kingdom,Norfolk,44026,150,-25,-4,166,-28,-40,12,,,
United Kingdom,Norfolk,44027,151,-23,-8,143,-36,-37,12,,,
United Kingdom,Norfolk,44028,152,-20,-5,164,-35,-37,11,,,
United Kingdom,Norfolk,44029,153,-21,-2,214,-31,-37,10,,,
United Kingdom,Norfolk,44030,154,-28,-6,145,-23,-11,4,,,
United Kingdom,Norfolk,44031,155,-18,-8,143,-21,-8,3,,,
United Kingdom,Norfolk,44032,156,-12,0,220,-31,-38,10,,,
United Kingdom,Norfolk,44033,157,-13,-3,213,-32,-39,11,,,
United Kingdom,Norfolk,44034,158,-15,-5,212,-32,-38,11,,,
United Kingdom,Norfolk,44035,159,-13,0,212,-32,-39,11,,,
United Kingdom,Norfolk,44036,160,-19,-6,229,-32,-39,10,,,
United Kingdom,Norfolk,44037,161,-29,-9,99,-29,-13,5,,,
United Kingdom,Norfolk,44038,162,-14,-9,192,-16,-6,2,,,
United Kingdom,Norfolk,44039,163,-13,-4,166,-35,-43,12,,,
United Kingdom,Norfolk,44040,164,-9,-1,226,-29,-41,11,,,
United Kingdom,Norfolk,44041,165,-9,-2,249,-29,-40,10,,,
United Kingdom,Norfolk,44042,166,-6,2,272,-31,-40,10,,,
United Kingdom,Norfolk,44043,167,-12,1,306,-31,-41,9,,,
United Kingdom,Norfolk,44044,168,-21,-3,172,-24,-10,3,,,
United Kingdom,Norfolk,44045,169,-8,-5,200,-19,-6,1,,,
United Kingdom,Norfolk,44046,170,5,0,253,-29,-41,10,,,
United Kingdom,Norfolk,44047,171,4,0,259,-28,-41,9,,,
United Kingdom,Norfolk,44048,172,5,0,266,-31,-40,9,,,
United Kingdom,Norfolk,44049,173,-3,2,277,-32,-40,10,,,
United Kingdom,Norfolk,44050,174,-13,-1,301,-35,-41,9,,,
United Kingdom,Norfolk,44051,175,-19,-2,185,-25,-11,3,,,
United Kingdom,Norfolk,44052,176,-6,-5,199,-21,-6,1,,,
United Kingdom,Norfolk,44053,177,10,1,296,-30,-41,9,,,
United Kingdom,Norfolk,44054,178,8,0,291,-31,-41,9,,,
United Kingdom,Norfolk,44055,179,6,-2,290,-30,-40,9,,,
United Kingdom,Norfolk,44056,180,-2,0,238,-32,-40,10,,,
United Kingdom,North Ayrshire Council,43876,0,-14,-2,-33,-26,0,3,,,
United Kingdom,North Ayrshire Council,43877,1,-2,0,-4,-16,1,,,,
United Kingdom,North Ayrshire Council,43878,2,2,5,,6,1,1,,,
United Kingdom,North Ayrshire Council,43879,3,7,6,,-5,1,1,,,
United Kingdom,North Ayrshire Council,43880,4,0,3,,11,1,0,,,
United Kingdom,North Ayrshire Council,43881,5,2,6,-16,1,1,0,,,
United Kingdom,North Ayrshire Council,43882,6,-10,0,-26,-15,-1,2,,,
United Kingdom,North Ayrshire Council,43883,7,-5,0,-21,-19,1,2,,,
United Kingdom,North Ayrshire Council,43884,8,0,5,-4,8,1,,,,
United Kingdom,North Ayrshire Council,43885,9,2,4,,0,-1,1,,,
United Kingdom,North Ayrshire Council,43886,10,8,6,,-1,0,0,,,
United Kingdom,North Ayrshire Council,43887,11,7,3,,9,0,0,,,
United Kingdom,North Ayrshire Council,43888,12,6,4,-13,7,-1,1,,,
United Kingdom,North Ayrshire Council,43889,13,4,5,-19,3,0,1,,,
United Kingdom,North Ayrshire Council,43890,14,6,4,-6,3,1,0,,,
United Kingdom,North Ayrshire Council,43891,15,5,1,-20,-1,3,,,,
United Kingdom,North Ayrshire Council,43892,16,13,9,,21,0,0,,,
United Kingdom,North Ayrshire Council,43893,17,13,6,,6,0,0,,,
United Kingdom,North Ayrshire Council,43894,18,19,10,,20,0,-1,,,
United Kingdom,North Ayrshire Council,43895,19,10,10,,12,-2,1,,,
United Kingdom,North Ayrshire Council,43896,20,5,8,,9,0,0,,,
United Kingdom,North Ayrshire Council,43897,21,1,5,-10,-5,4,1,,,
United Kingdom,North Ayrshire Council,43898,22,9,4,16,24,1,,,,
United Kingdom,North Ayrshire Council,43899,23,3,5,,5,-1,1,,,
United Kingdom,North Ayrshire Council,43900,24,5,7,,-12,-1,1,,,
United Kingdom,North Ayrshire Council,43901,25,2,5,,-1,-2,1,,,
United Kingdom,North Ayrshire Council,43902,26,-2,12,-20,-6,-2,1,,,
United Kingdom,North Ayrshire Council,43903,27,5,16,,12,-2,1,,,
United Kingdom,North Ayrshire Council,43904,28,-4,16,8,-8,-3,2,,,
United Kingdom,North Ayrshire Council,43905,29,4,18,22,4,-3,,,,
United Kingdom,North Ayrshire Council,43906,30,1,24,,-4,-7,3,,,
United Kingdom,North Ayrshire Council,43907,31,-5,25,,-17,-10,5,,,
United Kingdom,North Ayrshire Council,43908,32,-8,34,,-9,-16,7,,,
United Kingdom,North Ayrshire Council,43909,33,-5,32,,-6,-19,8,,,
United Kingdom,North Ayrshire Council,43910,34,-14,18,,-8,-22,8,,,
United Kingdom,North Ayrshire Council,43911,35,-35,23,,-19,-21,,,,
United Kingdom,North Ayrshire Council,43912,36,-40,-2,,-2,-24,,,,
United Kingdom,North Ayrshire Council,43913,37,-38,1,,-38,-42,13,,,
United Kingdom,North Ayrshire Council,43914,38,-69,-15,,-61,-57,20,,,
United Kingdom,North Ayrshire Council,43915,39,-72,-17,-41,-65,-64,23,,,
United Kingdom,North Ayrshire Council,43916,40,-72,-19,-20,-61,-66,23,,,
United Kingdom,North Ayrshire Council,43917,41,-75,-18,-28,-65,-66,25,,,
United Kingdom,North Ayrshire Council,43918,42,-78,-25,-21,-67,-57,,,,
United Kingdom,North Ayrshire Council,43919,43,-79,-37,-12,-59,-51,,,,
United Kingdom,North Ayrshire Council,43920,44,-68,-17,,-56,-66,22,,,
United Kingdom,North Ayrshire Council,43921,45,-68,-16,,-64,-68,23,,,
United Kingdom,North Ayrshire Council,43922,46,-70,-19,-22,-63,-68,24,,,
United Kingdom,North Ayrshire Council,43923,47,-71,-21,-33,-65,-69,24,,,
United Kingdom,North Ayrshire Council,43924,48,-75,-17,-32,-66,-67,25,,,
United Kingdom,North Ayrshire Council,43925,49,-80,-23,-37,-68,-55,,,,
United Kingdom,North Ayrshire Council,43926,50,-80,-34,-24,-62,-50,,,,
United Kingdom,North Ayrshire Council,43927,51,-69,-20,,-60,-67,22,,,
United Kingdom,North Ayrshire Council,43928,52,-67,-16,,-59,-68,22,,,
United Kingdom,North Ayrshire Council,43929,53,-68,-17,,-59,-68,23,,,
United Kingdom,North Ayrshire Council,43930,54,-70,-10,-31,-58,-68,24,,,
United Kingdom,North Ayrshire Council,43931,55,-70,-20,-17,-61,-72,,,,
United Kingdom,North Ayrshire Council,43932,56,-78,-17,-21,-63,-55,,,,
United Kingdom,North Ayrshire Council,43933,57,-77,-36,-20,-54,-54,,,,
United Kingdom,North Ayrshire Council,43934,58,-70,-24,,-57,-76,,,,
United Kingdom,North Ayrshire Council,43935,59,-64,-15,,-61,-67,22,,,
United Kingdom,North Ayrshire Council,43936,60,-66,-18,,-56,-67,23,,,
United Kingdom,North Ayrshire Council,43937,61,-67,-15,-11,-54,-67,24,,,
United Kingdom,North Ayrshire Council,43938,62,-69,-16,-19,-60,-65,25,,,
United Kingdom,North Ayrshire Council,43939,63,-72,-19,-4,-58,-48,,,,
United Kingdom,North Ayrshire Council,43940,64,-70,-28,12,-49,-44,,,,
United Kingdom,North Ayrshire Council,43941,65,-61,-15,,-48,-64,21,,,
United Kingdom,North Ayrshire Council,43942,66,-59,-15,,-56,-64,22,,,
United Kingdom,North Ayrshire Council,43943,67,-62,-16,,-50,-64,22,,,
United Kingdom,North Ayrshire Council,43944,68,-63,-15,-1,-51,-64,23,,,
United Kingdom,North Ayrshire Council,43945,69,-64,-14,,-54,-63,23,,,
United Kingdom,North Ayrshire Council,43946,70,-71,-18,11,-54,-50,,,,
United Kingdom,North Ayrshire Council,43947,71,-68,-26,0,-53,-44,,,,
United Kingdom,North Ayrshire Council,43948,72,-56,-13,,-44,-62,20,,,
United Kingdom,North Ayrshire Council,43949,73,-59,-15,,-56,-64,20,,,
United Kingdom,North Ayrshire Council,43950,74,-63,-19,-33,-58,-63,22,,,
United Kingdom,North Ayrshire Council,43951,75,-64,-16,-19,-55,-63,23,,,
United Kingdom,North Ayrshire Council,43952,76,-64,-15,-7,-56,-61,23,,,
United Kingdom,North Ayrshire Council,43953,77,-69,-18,2,-54,-44,,,,
United Kingdom,North Ayrshire Council,43954,78,-63,-25,24,-39,-38,,,,
United Kingdom,North Ayrshire Council,43955,79,-57,-15,,-48,-63,21,,,
United Kingdom,North Ayrshire Council,43956,80,-55,-13,,-50,-61,20,,,
United Kingdom,North Ayrshire Council,43957,81,-55,-11,,-43,-60,20,,,
United Kingdom,North Ayrshire Council,43958,82,-57,-8,-6,-49,-61,22,,,
United Kingdom,North Ayrshire Council,43959,83,-61,-15,,-53,-67,23,,,
United Kingdom,North Ayrshire Council,43960,84,-68,-18,9,-53,-46,,,,
United Kingdom,North Ayrshire Council,43961,85,-64,-21,-17,-53,-44,,,,
United Kingdom,North Ayrshire Council,43962,86,-53,-12,,-44,-60,20,,,
United Kingdom,North Ayrshire Council,43963,87,-55,-10,,-52,-61,21,,,
United Kingdom,North Ayrshire Council,43964,88,-56,-10,,-42,-60,20,,,
United Kingdom,North Ayrshire Council,43965,89,-58,-9,-9,-54,-60,20,,,
United Kingdom,North Ayrshire Council,43966,90,-60,-11,-11,-55,-59,21,,,
United Kingdom,North Ayrshire Council,43967,91,-67,-16,-13,-55,-42,,,,
United Kingdom,North Ayrshire Council,43968,92,-69,-27,-56,-69,-42,,,,
United Kingdom,North Ayrshire Council,43969,93,-55,-12,,-53,-58,20,,,
United Kingdom,North Ayrshire Council,43970,94,-54,-9,,-53,-58,20,,,
United Kingdom,North Ayrshire Council,43971,95,-52,-6,,-41,-58,20,,,
United Kingdom,North Ayrshire Council,43972,96,-53,-7,,-45,-57,21,,,
United Kingdom,North Ayrshire Council,43973,97,-59,-13,-41,-65,-58,23,,,
United Kingdom,North Ayrshire Council,43974,98,-70,-21,-57,-70,-43,,,,
United Kingdom,North Ayrshire Council,43975,99,-58,-18,-1,-46,-37,,,,
United Kingdom,North Ayrshire Council,43976,100,-49,-11,,-41,-62,20,,,
United Kingdom,North Ayrshire Council,43977,101,-47,-5,,-45,-56,18,,,
United Kingdom,North Ayrshire Council,43978,102,-48,-3,,-39,-55,19,,,
United Kingdom,North Ayrshire Council,43979,103,-49,2,,-39,-55,19,,,
United Kingdom,North Ayrshire Council,43980,104,-52,-3,,-36,-53,18,,,
United Kingdom,North Ayrshire Council,43981,105,-57,0,,-29,-31,,,,
United Kingdom,North Ayrshire Council,43982,106,-47,-5,,-3,-23,,,,
United Kingdom,North Ayrshire Council,43983,107,-40,2,,-21,-53,16,,,
United Kingdom,North Ayrshire Council,43984,108,-39,-1,,-38,-54,17,,,
United Kingdom,North Ayrshire Council,43985,109,-44,-4,,-40,-53,18,,,
United Kingdom,North Ayrshire Council,43986,110,-45,-5,,-42,-52,19,,,
United Kingdom,North Ayrshire Council,43987,111,-50,-8,-2,-52,-51,19,,,
United Kingdom,North Ayrshire Council,43988,112,-54,-7,,-42,-33,,,,
United Kingdom,North Ayrshire Council,43989,113,-43,-10,,-13,-26,,,,
United Kingdom,North Ayrshire Council,43990,114,-37,-6,,-27,-49,16,,,
United Kingdom,North Ayrshire Council,43991,115,-41,-8,,-46,-51,17,,,
United Kingdom,North Ayrshire Council,43992,116,-44,-7,,-47,-51,18,,,
United Kingdom,North Ayrshire Council,43993,117,-43,-5,,-37,-50,17,,,
United Kingdom,North Ayrshire Council,43994,118,-48,-8,,-40,-49,18,,,
United Kingdom,North Ayrshire Council,43995,119,-55,-10,5,-49,-29,,,,
United Kingdom,North Ayrshire Council,43996,120,-44,-10,,-3,-18,,,,
United Kingdom,North Ayrshire Council,43997,121,-38,-6,,-30,-49,15,,,
United Kingdom,North Ayrshire Council,43998,122,-34,-2,,-34,-49,16,,,
United Kingdom,North Ayrshire Council,43999,123,-43,-3,,-34,-49,17,,,
United Kingdom,North Ayrshire Council,44000,124,-37,2,,-25,-47,16,,,
United Kingdom,North Ayrshire Council,44001,125,-46,-4,,-41,-47,17,,,
United Kingdom,North Ayrshire Council,44002,126,-48,6,,-18,-22,,,,
United Kingdom,North Ayrshire Council,44003,127,-45,-7,9,-35,-16,,,,
United Kingdom,North Ayrshire Council,44004,128,-46,-13,,-49,-51,16,,,
United Kingdom,North Ayrshire Council,44005,129,-42,-6,,-49,-51,17,,,
United Kingdom,North Ayrshire Council,44006,130,-36,-1,,-25,-47,15,,,
United Kingdom,North Ayrshire Council,44007,131,-38,7,,-11,-47,14,,,
United Kingdom,North Ayrshire Council,44008,132,-44,-5,,-43,-49,17,,,
United Kingdom,North Ayrshire Council,44009,133,-52,-5,15,-46,-29,,,,
United Kingdom,North Ayrshire Council,44010,134,-52,-18,-29,-53,-22,,,,
United Kingdom,North Ayrshire Council,44011,135,-37,-9,,-47,-48,16,,,
United Kingdom,North Ayrshire Council,44012,136,-24,-1,,-29,-47,14,,,
United Kingdom,North Ayrshire Council,44013,137,-28,-4,,-28,-48,15,,,
United Kingdom,North Ayrshire Council,44014,138,-27,2,,-20,-47,14,,,
United Kingdom,North Ayrshire Council,44015,139,-46,-12,-8,-48,-48,17,,,
United Kingdom,North Ayrshire Council,44016,140,-40,-2,,-25,-24,,,,
United Kingdom,North Ayrshire Council,44017,141,-42,-14,20,-30,-21,,,,
United Kingdom,North Ayrshire Council,44018,142,-17,-1,,-2,-46,12,,,
United Kingdom,North Ayrshire Council,44019,143,-20,2,,-23,-47,13,,,
United Kingdom,North Ayrshire Council,44020,144,-23,0,,-10,-45,13,,,
United Kingdom,North Ayrshire Council,44021,145,-24,4,,-8,-45,13,,,
United Kingdom,North Ayrshire Council,44022,146,-32,-2,,-8,-45,12,,,
United Kingdom,North Ayrshire Council,44023,147,-36,-1,,2,-20,,,,
United Kingdom,North Ayrshire Council,44024,148,-26,-5,,40,-13,,,,
United Kingdom,North Ayrshire Council,44025,149,-19,0,,-13,-45,12,,,
United Kingdom,North Ayrshire Council,44026,150,-19,0,,-20,-46,12,,,
United Kingdom,North Ayrshire Council,44027,151,-17,-1,,-14,-43,12,,,
United Kingdom,North Ayrshire Council,44028,152,-17,1,,-6,-44,12,,,
United Kingdom,North Ayrshire Council,44029,153,-24,-1,,-12,-44,12,,,
United Kingdom,North Ayrshire Council,44030,154,-23,2,,27,-11,,,,
United Kingdom,North Ayrshire Council,44031,155,-13,-2,,53,-12,,,,
United Kingdom,North Ayrshire Council,44032,156,-5,7,,21,-46,10,,,
United Kingdom,North Ayrshire Council,44033,157,-2,7,,13,-45,10,,,
United Kingdom,North Ayrshire Council,44034,158,-21,-1,,-20,-45,13,,,
United Kingdom,North Ayrshire Council,44035,159,-14,5,,-5,-42,12,,,
United Kingdom,North Ayrshire Council,44036,160,-17,3,,12,-41,10,,,
United Kingdom,North Ayrshire Council,44037,161,-24,4,,12,-12,,,,
United Kingdom,North Ayrshire Council,44038,162,-14,-3,,48,-7,,,,
United Kingdom,North Ayrshire Council,44039,163,-19,-2,,-15,-46,12,,,
United Kingdom,North Ayrshire Council,44040,164,-3,8,,-5,-42,10,,,
United Kingdom,North Ayrshire Council,44041,165,1,7,,23,-42,9,,,
United Kingdom,North Ayrshire Council,44042,166,-13,3,,-16,-44,12,,,
United Kingdom,North Ayrshire Council,44043,167,-10,4,,24,-40,9,,,
United Kingdom,North Ayrshire Council,44044,168,-15,6,,33,-7,3,,,
United Kingdom,North Ayrshire Council,44045,169,-6,2,,41,-6,,,,
United Kingdom,North Ayrshire Council,44046,170,8,10,,22,-42,8,,,
United Kingdom,North Ayrshire Council,44047,171,-19,-10,,-38,-46,13,,,
United Kingdom,North Ayrshire Council,44048,172,3,2,,-6,-42,10,,,
United Kingdom,North Ayrshire Council,44049,173,0,5,,20,-42,9,,,
United Kingdom,North Ayrshire Council,44050,174,-10,1,,2,-40,9,,,
United Kingdom,North Ayrshire Council,44051,175,-3,12,,59,-6,2,,,
United Kingdom,North Ayrshire Council,44052,176,6,3,,75,-1,,,,
United Kingdom,North Ayrshire Council,44053,177,16,9,,14,-39,8,,,
United Kingdom,North Ayrshire Council,44054,178,19,9,,-1,-41,9,,,
United Kingdom,North Ayrshire Council,44055,179,25,10,,21,-38,8,,,
United Kingdom,North Ayrshire Council,44056,180,5,13,,16,-37,8,,,
United Kingdom,North East Lincolnshire,43876,0,-8,-3,-40,-5,-4,1,,,
United Kingdom,North East Lincolnshire,43877,1,0,-4,-33,-18,-1,1,,,
United Kingdom,North East Lincolnshire,43878,2,7,-2,39,-6,-15,2,,,
United Kingdom,North East Lincolnshire,43879,3,9,-2,50,3,-13,2,,,
United Kingdom,North East Lincolnshire,43880,4,8,0,34,2,-14,2,,,
United Kingdom,North East Lincolnshire,43881,5,5,-2,3,-9,-15,3,,,
United Kingdom,North East Lincolnshire,43882,6,3,-1,19,-5,-16,3,,,
United Kingdom,North East Lincolnshire,43883,7,-4,0,4,-1,-2,0,,,
United Kingdom,North East Lincolnshire,43884,8,-2,0,-2,0,0,0,,,
United Kingdom,North East Lincolnshire,43885,9,-3,1,-12,0,0,1,,,
United Kingdom,North East Lincolnshire,43886,10,2,5,10,6,1,0,,,
United Kingdom,North East Lincolnshire,43887,11,-1,0,13,-4,0,0,,,
United Kingdom,North East Lincolnshire,43888,12,2,-1,0,3,0,1,,,
United Kingdom,North East Lincolnshire,43889,13,-1,1,-19,1,-1,1,,,
United Kingdom,North East Lincolnshire,43890,14,7,2,-19,3,0,0,,,
United Kingdom,North East Lincolnshire,43891,15,11,2,28,-3,0,-1,,,
United Kingdom,North East Lincolnshire,43892,16,5,2,25,0,1,0,,,
United Kingdom,North East Lincolnshire,43893,17,6,3,34,8,1,0,,,
United Kingdom,North East Lincolnshire,43894,18,4,5,28,6,0,0,,,
United Kingdom,North East Lincolnshire,43895,19,3,3,10,-3,1,0,,,
United Kingdom,North East Lincolnshire,43896,20,4,4,53,1,2,0,,,
United Kingdom,North East Lincolnshire,43897,21,2,3,45,11,2,-1,,,
United Kingdom,North East Lincolnshire,43898,22,10,1,55,6,-1,-1,,,
United Kingdom,North East Lincolnshire,43899,23,1,1,11,0,1,0,,,
United Kingdom,North East Lincolnshire,43900,24,1,3,28,3,0,0,,,
United Kingdom,North East Lincolnshire,43901,25,3,3,46,4,0,0,,,
United Kingdom,North East Lincolnshire,43902,26,5,9,19,1,-1,1,,,
United Kingdom,North East Lincolnshire,43903,27,2,8,42,-2,-2,1,,,
United Kingdom,North East Lincolnshire,43904,28,0,10,29,-5,1,0,,,
United Kingdom,North East Lincolnshire,43905,29,3,11,15,-10,-2,0,,,
United Kingdom,North East Lincolnshire,43906,30,2,21,48,-2,-1,1,,,
United Kingdom,North East Lincolnshire,43907,31,-2,25,48,-10,-4,2,,,
United Kingdom,North East Lincolnshire,43908,32,-10,24,7,-13,-9,5,,,
United Kingdom,North East Lincolnshire,43909,33,-5,25,31,-16,-11,5,,,
United Kingdom,North East Lincolnshire,43910,34,-11,13,29,-11,-14,6,,,
United Kingdom,North East Lincolnshire,43911,35,-33,8,2,-20,-15,7,,,
United Kingdom,North East Lincolnshire,43912,36,-44,-9,6,-23,-18,,,,
United Kingdom,North East Lincolnshire,43913,37,-36,-4,-5,-35,-31,11,,,
United Kingdom,North East Lincolnshire,43914,38,-73,-24,-21,-53,-44,17,,,
United Kingdom,North East Lincolnshire,43915,39,-75,-23,-24,-52,-51,19,,,
United Kingdom,North East Lincolnshire,43916,40,-74,-27,-25,-55,-53,20,,,
United Kingdom,North East Lincolnshire,43917,41,-74,-28,-39,-55,-53,22,,,
United Kingdom,North East Lincolnshire,43918,42,-82,-38,-69,-62,-48,,,,
United Kingdom,North East Lincolnshire,43919,43,-85,-46,-72,-68,-46,,,,
United Kingdom,North East Lincolnshire,43920,44,-73,-29,-42,-58,-55,20,,,
United Kingdom,North East Lincolnshire,43921,45,-73,-28,-22,-53,-55,20,,,
United Kingdom,North East Lincolnshire,43922,46,-75,-30,-36,-58,-55,21,,,
United Kingdom,North East Lincolnshire,43923,47,-73,-30,-36,-56,-56,21,,,
United Kingdom,North East Lincolnshire,43924,48,-74,-29,-44,-60,-55,23,,,
United Kingdom,North East Lincolnshire,43925,49,-79,-36,-59,-59,-46,,,,
United Kingdom,North East Lincolnshire,43926,50,-82,-42,-50,-55,-42,,,,
United Kingdom,North East Lincolnshire,43927,51,-71,-27,-33,-59,-55,20,,,
United Kingdom,North East Lincolnshire,43928,52,-71,-26,-16,-53,-55,20,,,
United Kingdom,North East Lincolnshire,43929,53,-71,-23,-30,-53,-56,20,,,
United Kingdom,North East Lincolnshire,43930,54,-67,-16,-45,-55,-56,21,,,
United Kingdom,North East Lincolnshire,43931,55,-76,-32,-40,-63,-71,27,,,
United Kingdom,North East Lincolnshire,43932,56,-79,-33,-60,-54,-49,,,,
United Kingdom,North East Lincolnshire,43933,57,-91,-67,-56,-58,-50,,,,
United Kingdom,North East Lincolnshire,43934,58,-78,-39,-53,-73,-74,27,,,
United Kingdom,North East Lincolnshire,43935,59,-67,-21,-17,-52,-55,20,,,
United Kingdom,North East Lincolnshire,43936,60,-69,-22,-18,-48,-54,20,,,
United Kingdom,North East Lincolnshire,43937,61,-69,-23,-18,-54,-55,21,,,
United Kingdom,North East Lincolnshire,43938,62,-71,-27,-40,-54,-55,23,,,
United Kingdom,North East Lincolnshire,43939,63,-78,-33,-62,-55,-44,,,,
